username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
ElYayoClaudio,10/29/2019 5:14,0,0,. @ washingtonpost . @ wapodesign this? This is the straw the broke the camels back! # NeverForget # BaghdadiKilled # WapoGate # WashingtonPost There is a limit to this nonsense and this just crossed the line!pic.twitter.com/rnWJSDq8Pp,,@ @,# # # #,1.18897E+18,https://twitter.com/ElYayoClaudio/status/1188972409686282246
_ROB_29,10/29/2019 5:14,48,58,Proof that the @ washingtonpost is in fact politically biased. When their God Hussein Obama announced Bin Laden's death the HL read,,,,,
rushnoble13,10/29/2019 5:13,0,0,Do you people not understand that we killed # Baghdadi This is such a great achievement and yet the liberal media and democrats defend # BaghdadiKilled. You are sick people.,,,# #,1.18897E+18,https://twitter.com/rushnoble13/status/1188972184162721792
Nikkistark22,10/29/2019 5:13,0,0,It’s outrageous! # BaghdadiKilled glad he is dead!,,,#,1.18897E+18,https://twitter.com/Nikkistark22/status/1188972116546408450
Blazzter,10/29/2019 5:11,0,0,Who’s a good boy? # BaghdadiDiedLikeADog # Baghdadi # BaghdadiKilled # maga # GoodBoy # gooddogpic.twitter.com/KWgTeFO4tl,,,# # # # # #,1.18897E+18,https://twitter.com/Blazzter/status/1188971544019718144
JCinNC1,10/29/2019 5:03,0,1,# HeroDog # BaghdadiKilled # MAGAhttps://twitter.com/realDonaldTrump/status/1188909031403900928 …,,,# # #,1.18897E+18,https://twitter.com/JCinNC1/status/1188969638622908416
WannabeAnglican,10/29/2019 5:03,0,0,A sample of the deranged # OrangeManBad # BooHoo by the Left & the # DeepState about # BaghdadiKilled under Trump. # Tuckerhttps://twitter.com/BreitbartNews/status/1188451263878516736 …,,,# # # # #,1.18897E+18,https://twitter.com/WannabeAnglican/status/1188969612312010752
RLW808,10/29/2019 4:59,0,0,Or just inform @ AmbassadorRice that neither she nor Obama play a role in government anymore. Don’t they have some Netflix projects that need their attention? # BaghdadiKilled,,@,#,1.18897E+18,https://twitter.com/RLW808/status/1188968532396118022
JonnKmech,10/29/2019 4:53,1,1,From this story,,,,,
csduke5,10/29/2019 4:43,0,1,My Pentagon sources tell me the hero dog who made Baghdadi flea has a rank of subwoofer and was hired during the Obama Administration. He's part of the Deep Kennel who don’t want to make America Grrrrr again. # BaghdadiKilled # Baghdadi,,,# #,1.18896E+18,https://twitter.com/csduke5/status/1188964430845038592
natsallnews,10/29/2019 4:34,2,10,Update in Syria in addition to the death of the ISIS Leader # BaghdadiKilled there may be more ISIS leaders captured or killed in the coming days. One of the most instrumental participants in the death # Baghdadi was a K9 dog who answers to good boy!pic.twitter.com/bEfcrWv2UE,,,# #,1.18896E+18,https://twitter.com/natsallnews/status/1188962385886711808
Ihemkushthakur,10/29/2019 4:14,0,1,I respect US military for their tremendous work. # BaghdadiKilled # USArmy # DonaldTrump @ realDonaldTrump @ USArmy,,@ @,# # #,1.18896E+18,https://twitter.com/Ihemkushthakur/status/1188957239308107776
StribOpinion,10/29/2019 4:02,0,0,While we do not celebrate any death,,,,,
pepesgrandma,10/29/2019 3:58,115,108,Baghdadi who was once released to freedom by Obama,,,,,
UmutYuceal,10/29/2019 3:56,0,0,# BaghdadiKilled encore un film apre ben laden !!! les usa cache bien leur visage,,,#,1.18895E+18,https://twitter.com/UmutYuceal/status/1188952769832640517
Pravitelstva,10/29/2019 3:43,0,0,Watching # NBCNightlyNews. Not giving # Trump any credit for getting # Baghdadi. If # Obama / a # democrat got him,,,,,
SENSEIKURT,10/29/2019 3:41,0,0,# Baghdadi is Dead... He died a Coward and took 3 of his own children and killed them when he suicided himself. May he rot in Hell! # BaghdadiKilled # BaghdadiDiedLikeADogpic.twitter.com/BpJAaU0FXy,,,# # #,1.18895E+18,https://twitter.com/SENSEIKURT/status/1188949027372466176
SwatiAarini,10/29/2019 3:36,0,0,Ha Ha # Baghdadi # BaghdadiKilled pic.twitter.com/m0TWl1CrRm,,,# #,1.18895E+18,https://twitter.com/SwatiAarini/status/1188947711782899712
kurdistannews24,10/29/2019 3:33,9,14,# BREAKING !! Women and children in al hol camp in # Syria calling for jihad to take revenge for the death of the # ISIS # terrorists leader al # Baghdadi via @ vdcnsy # DAESH # IslamicState # BaghdadiKilled # BaghdadiDiedLikeADog # BaghdadiIsDead # Iraq # IRAN # Syrian # داعش # alBaghdadipic.twitter.com/pKfKffJ0En,,@,# # # # # # # # # # # # # # #,1.18895E+18,https://twitter.com/kurdistannews24/status/1188946834686795776
SENSEIKURT,10/29/2019 3:32,1,1,# Baghdadi is Dead... He died a Coward and took 3 of his own children and killed them when he suicided himself. May he rot in Hell! # BaghdadiKilled # BaghdadiDiedLikeADogpic.twitter.com/Jgykd7Ei3w,,,# # #,1.18895E+18,https://twitter.com/SENSEIKURT/status/1188946756945367040
GrizzledBastard,10/29/2019 3:24,0,0,@ realDonaldTrump # dogsoftwitter # ARMY # ISIS # BaghdadiKilled The Stone Faced Killer who left al-Baghdadi cornered,,,,,
MouradTeyeb,10/29/2019 3:21,1,2,# Photos So this is the 5th time he is killed! I hope it's the last. Hahaha... # BaghdadiKilled # Trump # USA # CIA # Turkey # Russia # Syria # Poutine # Isis # Daesh # propaganda # media # AmaqAgencypic.twitter.com/vhFLyIEaAQ,,,# # # # # # # # # # # # # #,1.18894E+18,https://twitter.com/MouradTeyeb/status/1188943787902623744
JoshuaHosler,10/29/2019 3:16,6,25,As a former dog handler I appreciate these dogs so much in their capabilities! # SemperFi # BaghdadiDiedLikeADog # BaghdadiKilled # Baghdadihttps://twitter.com/realDonaldTrump/status/1188909031403900928 …,,,# # # #,1.18894E+18,https://twitter.com/JoshuaHosler/status/1188942743969632256
BhatiThe13,10/29/2019 3:12,0,1,So... Baghdadi is killed... again.... may this day come again and again.. # ISISChiefBaghdadi # ISISleaderDead # Baghdadi # BaghdadiDiedLikeADog # BaghdadiKilled # baghdadidead,,,# # # # # #,1.18894E+18,https://twitter.com/BhatiThe13/status/1188941592071168003
johnwhilley,10/29/2019 3:12,2,1,After Trump's ugly gloating,,,,,
SusanFe68346953,10/29/2019 3:07,0,1,This is our beloved POTUS. The MSM continues to lie and smear him because he wants nothing to do with the United Nations Agenda 21. Our nation’s armed forces love President Trump. # Ignorethenoise. # BaghdadiKilled # WWG1WGA # PrayingMedic # BLEXIT # WalkAwayFromDemocratSocialists # KAGhttps://twitter.com/alexbruesewitz/status/1188825083441225729 …,,,# # # # # # #,1.18894E+18,https://twitter.com/SusanFe68346953/status/1188940315975020544
WannabeAnglican,10/29/2019 3:03,0,2,So Trump should have trusted Democrats leakers like Schiff with the # BaghdadiKilled operation information? # MakeMeLaugh # SpecialReport,,,# # #,1.18894E+18,https://twitter.com/WannabeAnglican/status/1188939410143895554
fleetstreetfox,10/29/2019 3:00,1,12,Donald Trump: still stupid. https://www.mirror.co.uk/news/politics/no-donald-trump-not-just-20742385 … # TRUMP # BaghdadiKilled pic.twitter.com/PhRz57MWti,,,# #,1.18894E+18,https://twitter.com/fleetstreetfox/status/1188938491318550529
GVS_News,10/29/2019 3:00,0,0,One of the most wanted terrorists in the world is now dead,,,,,
VINODTHEPATRIOT,10/29/2019 2:56,0,0,आतंकी संगठन इस्लामिक स्टेट के चीफ बगदादी की मौत!!??? Confirm karlo yaar... जिस को साल 2014 से अबतक कई बार मारा जा चुका है क्योंकि उसके मारे जाने की खबरें ठीक लादेन कि तरह साल 2014 लगातार आती ही रहती है. # BaghdadiKilled,,,#,1.18894E+18,https://twitter.com/VINODTHEPATRIOT/status/1188937572841480192
GCofeve,10/29/2019 2:50,0,0,Please @ realDonaldTrump or @ parscale Make a TShirt or Christmas Card with this # HeroDog # PatriotDog for The Trump Store # TrumpStore # Trump2020 # Trump # BaghdadiKilled,,@ @,# # # # # #,1.18894E+18,https://twitter.com/GCofeve/status/1188936079421911041
abhijeetgopg,10/29/2019 2:35,0,0,Good Work Sir # BaghdadiKilled,,,#,1.18893E+18,https://twitter.com/abhijeetgopg/status/1188932270742102016
KellyRek,10/29/2019 2:19,1,3,# TrumpCultists do not act like Christians. On the one hand,,,,,
Really_FUBAR,10/29/2019 2:15,0,0,Meet # Redacted!! # BaghdadiKilled https://twitter.com/realDonaldTrump/status/1188909031403900928 …,,,# #,1.18893E+18,https://twitter.com/Really_FUBAR/status/1188927208305369090
am970TheAnswer,10/29/2019 2:12,0,1, # Baghdadi didn't hesitate at all when he wanted to burn soldiers in cages and much more violent things against American forces. Now,,,,,
TeamTrumpNV,10/29/2019 2:07,0,0,Correct! It’s about the success of the mission not about the usual lies @ realDonaldTrump & @ WhiteHouse put out # MAGA2020 # BaghdadiKilled # TrumpLies # KAGA2020 # Trump2020 # ImpeachmentIsComing,,@ @,# # # # # #,1.18893E+18,https://twitter.com/TeamTrumpNV/status/1188925348219457537
SENSEIKURT,10/29/2019 2:06,0,2,# BaghdadiKilled pic.twitter.com/b4ghXO0wyd,,,#,1.18893E+18,https://twitter.com/SENSEIKURT/status/1188925121873866753
danadoo1,10/29/2019 2:06,4,13,Take note you terrorist losers # ISIS # Baghdadi # BaghdadiDiedLikeADog # BaghdadiKilled # PresidentTrump # FourMoreYears # KAG2020 # MAGA2020 # Trump2020LandslideVictory pic.twitter.com/MhG21aqxZe,,,# # # # # # # # #,1.18893E+18,https://twitter.com/danadoo1/status/1188925003623997445
QariAsim,10/29/2019 2:05,0,3,ISIS Leader Al-Baghdadi Dead But What About The # ISIS Ideology? # BaghdadiKilled http://imamsonline.com/isis-leader-al-baghdadi-dead-but-what-about-the-isis-ideology/ …,,,# #,1.18892E+18,https://twitter.com/QariAsim/status/1188924866948403202
sheryejaz,10/29/2019 2:04,0,0,# Baghdadi was a scum responsible of slaughtering thousands perhaps more but how many # Baghdadi we’ll see in the coming days. Middle East is a battle ground for world powers not to forget # KSA and # iran # baghdadikilled https://ift.tt/36cqhCC pic.twitter.com/qvtvVJeKWk,,,# # # # #,1.18892E+18,https://twitter.com/sheryejaz/status/1188924454845456386
sghosh14012016,10/29/2019 2:03,0,1,Half of Americans say # DonaldTrump should be impeached and removed from office,,,,,
sassylassee,10/29/2019 2:01,0,0,Our @ POTUS @ realDonaldTrump has earned the title #CommanderInChief # BaghdadiKilled # alBaghdadi Pro-Americans thank you. Maybe Kayla and the others can finally rest in peace!,,@ @,#CommanderInChief # #,1.18892E+18,https://twitter.com/sassylassee/status/1188923846432301056
PPaithan,10/29/2019 1:59,0,1,मोहम्मद बिन कासिम से बगदादी तक सबने हिंदुस्थान को खतम करणे के प्रयास किये ...ये खतम नही हुए फिर कोई तो आयेगा.... उनकी आतंक की विचारधारा पुरे हिंदुस्थान को एक होकर खतम करणी होगी. @ Priyankabjym @ Dev_Fadnavis @ uddhavthackeray @ Abhishek_Mshra # BaghdadiKilled,,@ @ @ @,#,1.18892E+18,https://twitter.com/PPaithan/status/1188923146188906496
JimMaso02236687,10/29/2019 1:56,0,0,# SusanRice Huffs: # Trump Didn't Extend 'Common Courtesy' of Telling Obama About Al-Baghdadi Mission. WAH! https://www.breitbart.com/clips/2019/10/28/susan-rice-huffs-trump-didnt-extend-common-courtesy-of-telling-obama-about-al-baghdadi-mission/ … # ObamaSpyGate # ObamaLegacy # ISISleaderDead # ISISChiefBaghdadi # BaghdadiDiedLikeADog # BaghdadiKilled # Baghdadi,,,# # # # # # # # #,1.18892E+18,https://twitter.com/JimMaso02236687/status/1188922504200491011
lisadhamija,10/29/2019 1:54,1,2,Trump actually did leak classified information to the Russians while in the Oval Office. But he said he was afraid of Nancy Pelosi. # BaghdadiKilled (Fact check: She has never been accused of leaking classified info.) # ImpeachAndRemove,,,# #,1.18892E+18,https://twitter.com/lisadhamija/status/1188922007452377088
MoistPirate,10/29/2019 1:53,0,0,Can't believe my childhood hero was the leader of ISIS # Baghdadi # BaghdadiDiedLikeADog # Bagdhadi # BaghdadiKilled pic.twitter.com/qrkmLlwJdF,,,# # # #,1.18892E+18,https://twitter.com/MoistPirate/status/1188921755278204931
carolotta0,10/29/2019 1:50,0,0,# LastWeekTonight # JohnOliver # KurdsBetrayed # KurdsBetrayedByTrump # BaghdadiKilled # Baghdadi # SyrianKurds # IraqiKurds # TrumpImpeachment # TrumpBetrayedOurAllies # TrumpBetrayedTheKurds # TrumpIsANationalSecurityThreat # TrumpIsNotAboveTheLaw # ImpeachAndRemovehttps://twitter.com/mutludc/status/1188774120848314369 …,,,# # # # # # # # # # # # # #,1.18892E+18,https://twitter.com/carolotta0/status/1188920939448328194
DebMcMullen31,10/29/2019 1:49,0,0,So if I understand this correctly,,,,,
Kurdoyen,10/29/2019 1:47,0,2,Kurd bûne melkemotê wî,,,,,
carolotta0,10/29/2019 1:45,2,3,For once,,,,,
Craig5778,10/29/2019 1:45,0,0,# Trump # TrumpLies # ISIS # TrumpIsADisgrace # TrumpResign # Baghdadi # BaghdadiKilled # Syria # Kurds # ISIS # TrumpIsAFailure # TrumpIsATraitorhttps://twitter.com/nytpolitics/status/1188513574458662913 …,,,# # # # # # # # # # # #,1.18892E+18,https://twitter.com/Craig5778/status/1188919630817091584
TauskiNykanen,10/29/2019 1:39,0,0,Quality media remembers beloved chairman # MaoZedong in the same spirit as # BaghdadiKilled pic.twitter.com/DKCsSsOMdM,,,# #,1.18892E+18,https://twitter.com/TauskiNykanen/status/1188918284550316032
sevakaroon,10/29/2019 1:39,0,5,Damn this is too good ! # BaghdadiDiedLikeADog # BaghdadiKilled # Baghdadi # BaghdadiWasKilledByADoghttps://twitter.com/realDonaldTrump/status/1188909031403900928 …,,,# # # #,1.18892E+18,https://twitter.com/sevakaroon/status/1188918232238841856
lpsahi,10/29/2019 1:39,0,2,Top dog... Sorry,,,,,
PRAISETRIUNEGOD,10/29/2019 1:38,0,1,Dem libs can't figure out why Trump didnt tip them off BEFORE # BaghdadiKilled. RU Kiddin me ?! U CANT TRUST THEM TO KEEP ANYTHING SECRET! They brought this upon themselves,,,#,1.18892E+18,https://twitter.com/PRAISETRIUNEGOD/status/1188918041460953088
_Pav__,10/29/2019 1:32,0,1,US forces booted out of Syria when it shouldn't be there in the first place and now we have Baghdadi dead and ISIS all over the news again. Coincidence? # Syria # BaghdadiKilled,,,# #,1.18892E+18,https://twitter.com/_Pav__/status/1188916452021043201
M_Thompson03,10/29/2019 1:28,0,1,Wow... How about NO @ AmbassadorRice! Obama & Hillary Clinton created this mess,,,,,
aksutluce26,10/29/2019 1:26,0,0,# Baghdadi nin en büyük hobisi tekrarlı ölümler @ realDonaldTrump çizilen karizmayı düzeltmek peşinde 2020 seçimlerini garantilemek amacı.. Kahrolası Yahudi oyunları # BaghdadiKilled. pic.twitter.com/GSc1kJ7TgO,,@,# #,1.18892E+18,https://twitter.com/aksutluce26/status/1188915031792082944
misenber01,10/29/2019 1:25,0,0,I thought it would be best,,,,,
KarynjoMaga,10/29/2019 1:19,0,1,Tell em’ Charlie! @ CharlieDaniels # StopTheMadness # TRUMP2020Landside # KAG2020 # BaghdadiDiedLikeADog # BaghdadiKilled https://twitter.com/CharlieDaniels/status/1188805888011845634 …,,@,# # # # #,1.18891E+18,https://twitter.com/KarynjoMaga/status/1188913240518123520
Athena_142,10/29/2019 1:18,0,2,LETS GET SOME LOVE GOING FOR OUR HERO CANINE! # Baghdadiraid # BaghdadiKilled # CanineSoldier https://twitter.com/realDonaldTrump/status/1188909031403900928 …pic.twitter.com/h8OhEHUM9a,,,# # #,1.18891E+18,https://twitter.com/Athena_142/status/1188913058103484416
GypsySpirit46,10/29/2019 1:15,1,17,How about some thanks and respect for all the REAL people ,,,,,
parisswade,10/29/2019 1:12,0,1,This is the dog that helped kill Al Baghdadi. Retweet this to show respect! # isisdog # BaghdadiKilled pic.twitter.com/TQIygD4l1M,,,# #,1.18891E+18,https://twitter.com/parisswade/status/1188911463903088640
I___Shiv,10/29/2019 1:10,0,0,Don't compare a terrorist like # Baghdadi to a dog as dogs are loyal,,,,,
caseycorr,10/29/2019 1:08,0,0,# Baghdadi # BaghdadiKilled,,,# #,1.18891E+18,https://twitter.com/caseycorr/status/1188910418573422592
Roxesays,10/29/2019 1:08,0,0,for doggo! Al # BaghdadiKilled and K9 survived https://twitter.com/realDonaldTrump/status/1188909031403900928 …,,,#,1.18891E+18,https://twitter.com/Roxesays/status/1188910405843902464
